Attendance,Hours_Studied,Support_Multiplier,Overcoming_Odds,Disadvantage_Score,Tutoring_Sessions,Motivation_Sustainability,Access_to_Resources,Parental_Education_Level,Previous_Scores,Inefficiency_Flag,Teacher_Quality,Motivation_Level,Effort_Payoff,Family_Income,Sleep_Hours,Physical_Activity,Peer_Influence,Support_Index,Resilience_Score,Exam_Score
91,14,3.5,78,4,0,2.6754,Medium,High School,98,False,High,High,6.533333333333333,High,5,3,Neutral,5.0,0,68
73,15,3.0,58,2,1,0.9928,Medium,,68,False,Medium,Medium,4.25,High,8,3,Neutral,4.0,0,64
61,27,4.050000000000001,45,5,2,0.854,Medium,College,70,False,Low,Medium,2.5,Low,5,2,Neutral,3.0,0,64
97,25,6.25,62,4,1,2.3862,High,College,82,False,High,High,3.1538461538461537,Low,5,5,Negative,5.0,0,73
66,20,5.0,80,3,2,1.881,High,High School,95,False,Medium,High,4.523809523809524,High,4,2,Neutral,5.0,0,66
82,17,4.25,45,4,4,0.533,High,High School,65,False,Medium,Low,3.611111111111111,Low,6,3,Positive,5.0,0,67
71,8,2.0,87,2,3,1.3774,Medium,High School,97,False,Medium,Medium,10.777777777777779,Medium,8,1,Neutral,5.0,0,63
63,14,3.5,39,5,1,1.2096,Medium,High School,64,False,Medium,High,4.266666666666667,Low,8,3,Neutral,5.0,0,61
62,31,10.85,81,2,4,1.6925999999999999,Medium,High School,91,False,High,High,2.84375,High,8,4,Positive,7.0,1,71
65,12,3.5999999999999996,39,5,1,0.8320000000000001,Medium,College,64,False,Medium,Medium,4.923076923076923,Medium,6,3,Positive,6.0,0,61
63,21,6.300000000000001,29,5,1,0.3402,Low,College,54,False,Medium,Low,2.4545454545454546,Medium,7,3,Positive,6.0,0,62
90,26,7.800000000000001,91,0,1,1.6380000000000001,High,High School,91,False,High,Medium,3.3703703703703702,High,8,4,Neutral,6.0,0,74
79,12,2.4,58,3,2,1.1534,Medium,High School,73,False,Medium,Medium,5.615384615384615,Medium,8,4,Neutral,4.0,0,65
74,21,7.3500000000000005,25,9,2,0.518,Low,High School,70,False,High,Low,3.1818181818181817,Low,6,3,Positive,7.0,0,64
77,26,6.5,36,7,1,1.0934,Low,Postgraduate,71,False,High,Medium,2.6296296296296298,Medium,7,4,Neutral,5.0,0,66
97,20,6.0,76,1,1,1.5714000000000001,High,High School,81,False,Medium,Medium,3.857142857142857,Medium,4,2,Positive,6.0,0,72
96,37,12.950000000000001,53,2,0,1.2096,Medium,High School,63,True,High,Medium,1.6578947368421053,Medium,7,4,Positive,7.0,0,76
89,10,3.0,37,5,4,1.1036,Medium,Postgraduate,62,False,Medium,Medium,5.636363636363637,Low,6,3,Positive,6.0,0,67
95,26,5.2,54,4,3,0.703,High,High School,74,False,Medium,Low,2.740740740740741,Low,9,3,Neutral,4.0,0,71
73,19,4.75,42,2,1,0.7592,Medium,High School,52,False,Medium,Medium,2.6,Medium,6,3,Positive,5.0,0,65
75,25,6.25,47,7,3,1.23,Low,Postgraduate,82,False,High,Medium,3.1538461538461537,Medium,7,4,Negative,5.0,0,68
85,23,6.8999999999999995,66,5,1,0.7735,Medium,High School,91,False,High,Low,3.7916666666666665,Low,6,3,Neutral,6.0,0,68
85,16,4.800000000000001,71,3,3,0.731,Low,High School,86,False,High,Low,5.0588235294117645,High,6,2,Neutral,6.0,0,67
79,21,3.1500000000000004,38,7,1,1.1534,Low,High School,73,False,Low,Medium,3.3181818181818183,Low,8,2,Neutral,3.0,0,64
76,9,1.35,58,4,0,0.5928,High,Postgraduate,78,False,Medium,Low,7.8,Medium,6,4,Negative,3.0,0,60
99,24,4.8,26,5,1,0.5049,Medium,,51,True,Medium,Low,2.04,Low,10,3,Neutral,4.0,0,70
93,22,5.5,91,1,1,2.6784,Medium,College,96,False,Low,High,4.173913043478261,High,4,2,Positive,5.0,0,73
77,24,8.4,68,2,2,0.6006,Medium,High School,78,False,High,Low,3.12,High,8,3,Positive,7.0,0,69
89,26,5.2,46,4,0,1.1748,Medium,College,66,False,Medium,Medium,2.4444444444444446,Low,7,5,Neutral,4.0,0,70
71,22,4.4,40,5,1,0.46149999999999997,Medium,College,65,False,Medium,Low,2.8260869565217392,Low,7,3,Neutral,4.0,0,64
64,21,4.2,53,6,2,1.5936,Low,High School,83,False,Low,High,3.772727272727273,Low,7,3,Neutral,4.0,0,64
74,15,3.0,74,1,0,1.1692,Medium,College,79,False,Medium,Medium,4.9375,High,8,3,Negative,4.0,0,65
76,16,3.2,34,5,0,0.44839999999999997,Medium,College,59,False,Medium,Low,3.4705882352941178,Low,7,2,Neutral,4.0,0,62
61,27,6.75,55,3,0,0.854,Medium,High School,70,False,Medium,Medium,2.5,Medium,9,2,Neutral,5.0,0,64
93,29,7.25,74,2,0,1.5624,Medium,College,84,False,Medium,Medium,2.8,High,7,3,Neutral,5.0,0,72
74,19,6.6499999999999995,30,7,1,1.4429999999999998,Low,High School,65,False,High,High,3.25,Low,5,3,Positive,7.0,1,64
83,20,5.0,60,3,0,1.2449999999999999,Medium,High School,75,False,Medium,Medium,3.5714285714285716,Medium,7,4,Neutral,5.0,0,67
63,15,3.75,63,0,4,0.39690000000000003,High,College,63,False,High,Low,3.9375,High,9,3,Negative,5.0,0,64
67,27,2.7,29,5,0,0.7236000000000001,Medium,High School,54,True,Low,Medium,1.9285714285714286,Medium,6,2,Negative,2.0,0,61
96,24,7.199999999999999,49,4,1,1.3247999999999998,High,High School,69,False,Medium,Medium,2.76,Low,5,4,Positive,6.0,0,72
84,32,9.600000000000001,72,3,2,1.4616,Medium,High School,87,False,Medium,Medium,2.6363636363636362,Medium,8,1,Positive,6.0,0,70
98,15,3.75,41,4,4,1.1956,High,High School,61,False,Medium,Medium,3.8125,Low,8,2,Positive,5.0,0,70
100,18,3.6,73,3,2,1.76,Medium,College,88,False,Medium,Medium,4.631578947368421,Medium,6,2,Neutral,4.0,0,71
75,21,5.25,78,1,1,0.6224999999999999,High,College,83,False,Medium,Low,3.772727272727273,Medium,7,2,Positive,5.0,0,68
72,24,4.8,65,2,3,1.08,Medium,College,75,False,Medium,Medium,3.0,High,7,2,Neutral,4.0,0,68
94,19,3.8,84,3,0,1.8612,High,High School,99,False,Medium,Medium,4.95,Low,7,1,Neutral,4.0,0,70
100,15,3.0,89,1,2,2.82,High,College,94,False,High,High,5.875,Medium,8,3,Negative,4.0,0,73
85,25,6.25,68,2,2,0.663,Medium,High School,78,False,High,Low,3.0,Medium,6,1,Neutral,5.0,0,69
92,24,4.8,68,2,0,2.1528,High,High School,78,False,Medium,High,3.12,Medium,8,3,Neutral,4.0,0,71
91,15,4.5,29,7,1,0.5824,Medium,High School,64,False,High,Low,4.0,Low,6,3,Positive,6.0,0,64
74,28,5.6,81,3,0,0.7103999999999999,Medium,High School,96,False,Medium,Low,3.310344827586207,Medium,9,3,Neutral,4.0,0,68
83,27,4.050000000000001,85,2,0,1.577,Medium,High School,95,False,Low,Medium,3.392857142857143,High,10,4,Neutral,3.0,0,69
93,21,6.300000000000001,57,6,1,1.6182,Low,High School,87,False,High,Medium,3.9545454545454546,Low,6,2,Positive,6.0,0,70
88,20,4.0,31,5,1,0.9856000000000001,Medium,,56,False,Medium,Medium,2.6666666666666665,Low,5,4,Neutral,4.0,0,67
61,23,8.049999999999999,75,2,1,1.037,High,High School,85,False,High,Medium,3.5416666666666665,Medium,8,0,Positive,7.0,0,66
73,15,3.0,53,2,2,0.9198,High,Postgraduate,63,False,Medium,Medium,3.9375,Medium,7,5,Neutral,4.0,0,65
66,20,6.0,49,2,4,0.3894,High,College,59,False,Medium,Low,2.8095238095238093,Medium,8,3,Positive,6.0,0,66
69,7,1.75,53,7,0,1.2144,Medium,Postgraduate,88,False,High,Medium,11.0,Low,6,4,Negative,5.0,0,61
96,25,6.25,63,7,0,1.8816,Medium,High School,98,False,Medium,Medium,3.769230769230769,Low,7,2,Positive,5.0,0,71
61,11,2.2,40,3,5,0.671,Low,High School,55,False,Low,Medium,4.583333333333333,High,6,3,Neutral,4.0,0,60
69,29,7.25,33,5,1,0.8003999999999999,Medium,College,58,True,Low,Medium,1.9333333333333333,Low,7,2,Positive,5.0,0,66
72,18,3.6,26,7,1,0.4392,Low,College,61,False,Medium,Low,3.210526315789474,Medium,5,4,Negative,4.0,0,61
85,19,3.8,83,3,2,2.4989999999999997,Medium,High School,98,False,Medium,High,4.9,Medium,7,3,Negative,4.0,0,68
81,16,4.800000000000001,65,4,2,2.0655,High,College,85,False,Medium,High,5.0,Low,5,3,Positive,6.0,1,68
69,18,5.4,59,5,2,1.1591999999999998,Medium,High School,84,False,Medium,Medium,4.421052631578948,Low,6,4,Positive,6.0,0,65
67,29,5.8,45,6,3,1.0050000000000001,Low,High School,75,False,Medium,Medium,2.5,Low,7,1,Neutral,4.0,0,65
69,5,1.25,52,5,2,1.0626,Medium,College,77,False,High,Medium,12.833333333333334,Low,8,2,Negative,5.0,0,60
80,28,5.6,30,7,2,0.52,Medium,College,65,False,Medium,Low,2.2413793103448274,Low,8,2,Neutral,4.0,0,67
71,22,3.3000000000000003,38,4,2,0.8235999999999999,Medium,College,58,False,Medium,Medium,2.5217391304347827,Low,8,4,Negative,3.0,0,65
98,13,2.6,84,1,1,2.6166,Medium,High School,89,False,Medium,High,6.357142857142857,High,5,3,Negative,4.0,0,70
79,14,2.8,59,3,1,1.1692,Medium,High School,74,False,Medium,Medium,4.933333333333334,Medium,9,4,Neutral,4.0,0,64
62,30,10.5,43,4,2,0.7812,High,High School,63,True,High,Medium,2.032258064516129,Low,6,4,Positive,7.0,0,68
89,14,2.0999999999999996,72,2,2,2.1894,Medium,College,82,False,Medium,High,5.466666666666667,Medium,6,4,Negative,3.0,0,69
73,13,3.9000000000000004,55,1,0,1.3139999999999998,High,College,60,False,High,High,4.285714285714286,High,7,3,Neutral,6.0,1,65
86,27,6.75,64,2,2,1.2728,Medium,High School,74,False,High,Medium,2.642857142857143,High,6,3,Neutral,5.0,0,71
71,22,6.6000000000000005,45,3,1,0.426,Medium,High School,60,False,High,Low,2.608695652173913,Medium,8,4,Neutral,6.0,0,65
83,14,2.8,83,1,0,0.7303999999999999,High,High School,88,False,Medium,Low,5.866666666666666,High,8,2,Negative,4.0,0,65
91,21,6.300000000000001,51,3,0,1.8018,Medium,College,66,False,Medium,High,3.0,Medium,6,2,Positive,6.0,1,68
97,14,2.0999999999999996,37,7,1,2.0952,Low,High School,72,False,Low,High,4.8,Low,7,3,Neutral,3.0,0,66
70,27,6.75,58,6,1,1.232,Low,High School,88,False,Medium,Medium,3.142857142857143,High,7,3,Neutral,5.0,0,65
73,26,7.800000000000001,78,1,2,0.6059,High,College,83,False,Medium,Low,3.074074074074074,Medium,8,4,Positive,6.0,0,71
79,23,5.75,45,5,3,1.1059999999999999,Medium,Postgraduate,70,False,High,Medium,2.9166666666666665,Medium,6,4,Negative,5.0,0,68
97,22,5.5,44,2,2,1.0476,Medium,College,54,False,Medium,Medium,2.347826086956522,High,6,2,Neutral,5.0,0,70
96,31,7.75,61,7,3,0.9216,Low,College,96,False,High,Low,3.0,Low,5,2,Neutral,5.0,0,74
64,20,5.0,20,6,0,0.96,Low,High School,50,False,Medium,High,2.380952380952381,Low,6,2,Neutral,5.0,0,62
65,13,3.25,77,2,1,0.5655,High,High School,87,False,Medium,Low,6.214285714285714,Medium,5,2,Positive,5.0,0,61
80,23,5.75,92,1,0,1.552,High,High School,97,False,Medium,Medium,4.041666666666667,Medium,6,3,Neutral,5.0,0,70
64,33,,40,5,0,0.8320000000000001,Medium,College,65,False,,Medium,1.911764705882353,Medium,9,2,Negative,,0,65
74,14,2.8,29,5,2,1.1987999999999999,Medium,High School,54,False,Low,High,3.6,Low,8,2,Neutral,4.0,0,62
66,18,3.6,62,0,2,0.8184,High,High School,62,False,Medium,Medium,3.263157894736842,High,9,4,Neutral,4.0,0,65
85,22,5.5,46,4,0,0.561,Medium,College,66,False,Medium,Low,2.869565217391304,Low,6,4,Positive,5.0,0,68
98,20,5.0,63,2,2,1.4307999999999998,High,High School,73,False,Low,Medium,3.4761904761904763,Medium,4,1,Positive,5.0,0,70
100,14,2.8,51,5,1,0.76,Low,Postgraduate,76,False,Medium,Low,5.066666666666666,Medium,7,3,Neutral,4.0,0,68
75,27,6.75,61,5,3,1.29,Medium,Postgraduate,86,False,Medium,Medium,3.0714285714285716,Medium,10,6,Positive,5.0,0,69
84,34,8.5,75,4,1,1.5959999999999999,High,Postgraduate,95,False,Medium,Medium,2.7142857142857144,Low,6,3,Neutral,5.0,0,73
94,21,6.300000000000001,58,3,1,1.3723999999999998,Medium,College,73,False,Medium,Medium,3.3181818181818183,Medium,7,5,Positive,6.0,0,71
65,15,4.5,57,6,0,1.131,High,High School,87,False,High,Medium,5.4375,Low,5,4,Neutral,6.0,0,63
88,11,2.75,46,2,2,0.49280000000000007,Medium,College,56,False,Medium,Low,4.666666666666667,Medium,7,2,Neutral,5.0,0,66
76,22,7.700000000000001,36,6,1,0.5016,Low,Postgraduate,66,False,High,Low,2.869565217391304,Low,7,4,Positive,7.0,0,67
68,27,6.75,26,6,0,0.7616000000000002,High,,56,True,High,Medium,2.0,Low,4,1,Neutral,5.0,0,64
76,23,4.6,60,5,1,1.292,Low,High School,85,False,Low,Medium,3.5416666666666665,Medium,5,3,Neutral,4.0,0,66
63,20,7.0,95,0,2,1.1969999999999998,High,College,95,False,High,Medium,4.523809523809524,High,5,3,Positive,7.0,0,69
88,16,4.800000000000001,84,2,4,2.4816,High,College,94,False,Medium,High,5.529411764705882,Medium,5,6,Positive,6.0,1,72
70,13,2.6,56,2,1,0.9239999999999999,High,High School,66,False,Medium,Medium,4.714285714285714,Medium,6,4,Negative,4.0,0,63
72,25,7.5,42,4,2,0.8927999999999999,High,High School,62,True,Medium,Medium,2.3846153846153846,Low,8,2,Positive,6.0,0,67
65,25,3.75,39,5,1,0.8320000000000001,Medium,College,64,False,Medium,Medium,2.4615384615384617,Medium,6,4,Negative,3.0,0,64
95,11,3.3000000000000003,39,5,4,1.8239999999999998,Medium,High School,64,False,Medium,High,5.333333333333333,Low,9,4,Positive,6.0,1,68
80,30,7.5,54,0,1,1.2960000000000003,High,High School,54,True,Medium,High,1.7419354838709677,High,6,3,Positive,5.0,0,71
83,23,8.049999999999999,32,5,2,0.9461999999999998,Low,High School,57,False,High,Medium,2.375,Medium,7,4,Positive,7.0,0,67
83,28,4.199999999999999,26,7,1,1.0126,Low,Postgraduate,61,True,Medium,Medium,2.103448275862069,Low,8,5,Negative,3.0,0,67
76,12,3.0,35,3,2,0.76,Medium,College,50,False,High,Medium,3.8461538461538463,Medium,9,3,Negative,5.0,0,64
68,12,3.0,37,3,5,0.3536,Low,College,52,False,High,Low,4.0,High,6,3,Neutral,5.0,0,63
90,19,3.8,80,1,2,1.53,High,College,85,False,Medium,Medium,4.25,Medium,8,4,Neutral,4.0,0,72
65,23,5.75,46,7,2,0.5265000000000001,Medium,High School,81,False,Medium,Low,3.375,Low,6,2,Neutral,5.0,0,63
64,31,4.65,87,2,2,0.6208,Medium,High School,97,False,Medium,Low,3.03125,Medium,10,4,Negative,3.0,0,67
88,24,7.199999999999999,35,7,1,1.232,Medium,Postgraduate,70,False,Medium,Medium,2.8,Low,5,2,Positive,6.0,0,68
68,19,5.699999999999999,42,6,2,1.4687999999999999,High,College,72,False,High,High,3.6,Low,8,3,Neutral,6.0,1,64
72,14,2.0999999999999996,43,2,4,0.7632,High,Postgraduate,53,False,Medium,Medium,3.533333333333333,Medium,9,3,Negative,3.0,0,65
79,27,6.75,33,5,2,1.3746,Low,Postgraduate,58,True,Medium,High,2.0714285714285716,Medium,5,1,Neutral,5.0,0,68
78,14,2.8,65,4,2,1.326,High,High School,85,False,Medium,Medium,5.666666666666667,Low,8,4,Negative,4.0,0,66
88,30,9.0,37,5,4,1.6368,Medium,College,62,True,Medium,High,2.0,Low,6,5,Positive,6.0,1,73
85,18,5.4,69,4,1,1.513,Medium,High School,89,False,Medium,Medium,4.684210526315789,High,10,3,Positive,6.0,0,68
86,30,6.0,75,2,2,2.193,High,Postgraduate,85,False,Medium,High,2.7419354838709675,Medium,4,5,Neutral,4.0,0,72
89,24,6.0,77,2,3,1.5486,Medium,High School,87,False,Medium,Medium,3.48,High,5,0,Neutral,5.0,0,70
72,19,4.75,60,5,1,1.836,Medium,College,85,False,Medium,High,4.25,Low,5,4,Neutral,5.0,0,66
73,17,5.1,60,5,3,1.8615,Medium,College,85,False,Medium,High,4.722222222222222,Medium,5,1,Positive,6.0,1,66
78,18,5.4,42,7,2,1.2012,Low,College,77,False,High,Medium,4.052631578947368,Medium,8,4,Neutral,6.0,0,66
72,23,4.6,54,6,2,0.6048,Low,High School,84,False,Medium,Low,3.5,Low,10,2,Negative,4.0,0,65
99,20,5.0,46,6,2,2.2571999999999997,Low,College,76,False,Medium,High,3.619047619047619,Low,9,5,Neutral,5.0,0,71
93,16,4.800000000000001,35,5,1,1.116,Medium,High School,60,False,Medium,Medium,3.5294117647058822,Medium,7,1,Positive,6.0,0,66
67,19,,36,5,1,1.2261000000000002,Low,College,61,False,,High,3.05,Medium,7,4,Neutral,,0,63
60,20,5.0,45,5,2,0.84,Medium,Postgraduate,70,False,Medium,Medium,3.3333333333333335,Low,6,3,Neutral,5.0,0,63
62,7,1.75,41,2,0,0.3162,Medium,College,51,False,Low,Low,6.375,Medium,8,3,Positive,5.0,0,58
70,23,5.75,84,2,3,0.6579999999999999,High,,94,False,High,Low,3.9166666666666665,Medium,7,3,Neutral,5.0,0,68
65,14,2.8,43,4,2,0.8190000000000001,Medium,High School,63,False,Medium,Medium,4.2,Low,7,3,Neutral,4.0,0,61
81,13,3.25,33,4,2,0.42930000000000007,High,High School,53,False,Medium,Low,3.7857142857142856,Low,6,4,Positive,5.0,0,65
94,10,2.5,56,3,1,1.3347999999999998,Low,High School,71,False,Medium,Medium,6.454545454545454,High,5,3,Positive,5.0,0,67
89,9,1.8,76,3,1,1.6198000000000001,High,Postgraduate,91,False,Low,Medium,9.1,High,7,3,Neutral,4.0,0,67
69,12,3.0,50,4,1,0.9659999999999999,Low,High School,70,False,Medium,Medium,5.384615384615385,Medium,7,4,Positive,5.0,0,62
76,16,4.800000000000001,43,4,0,1.4364000000000001,High,High School,63,False,Medium,High,3.7058823529411766,Low,6,1,Positive,6.0,1,86
80,32,6.4,67,2,0,0.6160000000000001,Medium,College,77,False,Medium,Low,2.3333333333333335,Medium,6,5,Neutral,4.0,0,71
92,17,5.1,54,5,1,1.4536000000000002,Medium,Postgraduate,79,False,Medium,Medium,4.388888888888889,Low,8,3,Positive,6.0,0,70
94,21,5.25,73,3,1,1.6543999999999999,Medium,College,88,False,Medium,Medium,4.0,Medium,8,3,Positive,5.0,0,71
96,22,4.4,60,6,2,2.592,Low,College,90,False,Medium,High,3.9130434782608696,Low,10,3,Neutral,4.0,0,71
80,21,4.2,85,0,1,0.68,High,College,85,False,Medium,Low,3.8636363636363638,High,9,3,Negative,4.0,0,70
88,20,5.0,30,4,2,0.88,High,High School,50,False,Medium,Medium,2.380952380952381,Low,5,5,Neutral,5.0,0,67
64,13,3.25,25,5,0,0.96,Low,High School,50,False,Low,High,3.5714285714285716,Medium,7,4,Positive,5.0,0,60
83,29,7.25,94,1,0,1.6434,High,College,99,False,High,Medium,3.3,Medium,5,4,Neutral,5.0,0,73
70,31,7.75,43,4,1,1.3229999999999997,Low,High School,63,True,Medium,High,1.96875,Medium,4,2,Neutral,5.0,0,67
77,10,2.0,34,6,1,1.4784000000000002,High,College,64,False,Medium,High,5.818181818181818,Low,10,3,Negative,4.0,0,62
85,14,2.0999999999999996,77,2,0,2.2184999999999997,High,College,87,False,Medium,High,5.8,Medium,9,3,Negative,3.0,0,67
70,18,5.4,59,4,1,1.1059999999999999,Low,College,79,False,High,Medium,4.157894736842105,Medium,6,2,Positive,6.0,0,65
62,14,2.8,48,5,1,0.9052,Medium,High School,73,False,Medium,Medium,4.866666666666666,Low,9,6,Neutral,4.0,0,61
60,23,4.6,36,4,0,0.336,Medium,High School,56,False,Medium,Low,2.3333333333333335,Low,9,4,Negative,4.0,0,61
61,16,3.2,34,4,1,0.3294,Medium,High School,54,False,Medium,Low,3.176470588235294,Low,4,2,Neutral,4.0,0,60
60,33,3.3,70,3,4,0.51,High,High School,85,False,Low,Low,2.5,Low,8,3,Negative,2.0,0,68
64,27,8.100000000000001,36,4,0,0.35840000000000005,Medium,College,56,True,High,Low,2.0,Low,6,5,Neutral,6.0,0,65
70,21,4.2,67,1,3,0.504,High,Postgraduate,72,False,Low,Low,3.272727272727273,Medium,8,1,Neutral,4.0,0,67
69,26,5.2,67,4,2,0.6003,Low,Postgraduate,87,False,Low,Low,3.2222222222222223,Medium,10,2,Positive,4.0,0,67
99,27,6.75,91,1,0,0.9503999999999999,Medium,College,96,False,Medium,Low,3.4285714285714284,High,9,2,Positive,5.0,0,74
72,17,4.25,69,5,4,0.6768,Medium,High School,94,False,Medium,Low,5.222222222222222,Medium,7,2,Positive,5.0,0,64
65,15,3.0,73,4,2,0.6045,High,College,93,False,Low,Low,5.8125,Low,9,3,Neutral,4.0,0,64
82,20,6.0,33,7,2,1.1152,Low,High School,68,False,High,Medium,3.238095238095238,Low,4,3,Neutral,6.0,0,67
94,25,3.75,91,1,6,2.7072,High,High School,96,False,Medium,High,3.6923076923076925,Medium,8,3,Negative,3.0,0,74
87,21,5.25,59,5,1,2.1923999999999997,Medium,College,84,False,Low,High,3.8181818181818183,Low,8,2,Positive,5.0,0,69
72,11,2.2,59,7,1,2.0304,Medium,High School,94,False,Low,High,7.833333333333333,Low,8,2,Positive,4.0,0,62
82,15,4.5,39,3,1,0.8856,Medium,College,54,False,Medium,Medium,3.375,Medium,6,2,Positive,6.0,0,66
89,20,4.0,47,1,2,0.46280000000000004,High,College,52,False,Medium,Low,2.4761904761904763,Medium,8,3,Negative,4.0,0,69
89,20,4.0,61,2,1,1.2638,Medium,Postgraduate,71,False,Medium,Medium,3.380952380952381,Medium,8,1,Negative,4.0,0,68
87,32,8.0,86,1,2,1.5834000000000001,Medium,High School,91,False,Medium,Medium,2.757575757575758,High,4,2,Neutral,5.0,0,74
95,12,3.5999999999999996,55,3,4,1.3299999999999998,Medium,High School,70,False,High,Medium,5.384615384615385,Medium,7,3,Positive,6.0,0,68
95,23,5.75,79,3,2,2.6789999999999994,Medium,High School,94,False,Medium,High,3.9166666666666665,Medium,6,3,Neutral,5.0,0,73
83,29,4.35,42,4,4,0.5146,Low,College,62,True,Medium,Low,2.066666666666667,High,8,5,Negative,3.0,0,70
77,34,6.8,42,2,0,0.8008000000000001,High,High School,52,True,Medium,Medium,1.4857142857142858,Medium,9,4,Neutral,4.0,0,69
86,18,5.4,73,3,2,1.5136,Medium,College,88,False,High,Medium,4.631578947368421,Medium,6,2,Neutral,6.0,0,68
93,23,3.4499999999999997,61,4,2,2.2599,High,College,81,False,Medium,High,3.375,Low,5,1,Negative,3.0,0,71
60,23,4.6,52,4,3,0.432,Medium,College,72,False,Medium,Low,3.0,High,7,2,Neutral,4.0,0,64
100,21,4.2,67,5,3,0.92,Medium,Postgraduate,92,False,Low,Low,4.181818181818182,Low,5,3,Positive,4.0,0,71
67,19,4.75,66,5,1,1.2194,Medium,High School,91,False,High,Medium,4.55,Low,7,3,Neutral,5.0,0,65
79,23,6.8999999999999995,46,4,1,1.5642,Medium,Postgraduate,66,False,Medium,High,2.75,High,7,3,Positive,6.0,1,68
95,5,1.5,72,4,1,0.874,High,College,92,False,High,Low,15.333333333333334,Low,8,2,Neutral,6.0,0,67
69,24,6.0,57,2,2,0.9246,High,Postgraduate,67,False,High,Medium,2.68,Medium,7,4,Negative,5.0,0,67
79,21,5.25,56,5,2,0.6399,Low,High School,81,False,Medium,Low,3.6818181818181817,Medium,7,4,Neutral,5.0,0,67
65,19,4.75,40,4,1,0.39,High,Postgraduate,60,False,Medium,Low,3.0,Low,9,3,Neutral,5.0,0,63
76,32,6.4,48,3,0,0.9576,Medium,High School,63,True,Low,Medium,1.9090909090909092,Medium,7,3,Positive,4.0,0,68
67,16,5.6000000000000005,57,3,1,0.9648,High,Postgraduate,72,False,High,Medium,4.235294117647059,Low,6,3,Positive,7.0,0,66
75,18,6.3,56,2,1,1.485,Medium,High School,66,False,High,High,3.473684210526316,High,7,4,Positive,7.0,1,67
75,32,8.0,31,5,3,0.8400000000000001,Low,College,56,True,Medium,Medium,1.696969696969697,Medium,6,2,Neutral,5.0,0,68
100,15,3.75,69,1,2,1.48,Medium,Postgraduate,74,False,Medium,Medium,4.625,High,5,3,Neutral,5.0,0,72
100,17,4.25,51,5,3,0.76,Medium,Postgraduate,76,False,High,Low,4.222222222222222,Low,5,3,Neutral,5.0,0,70
65,19,2.8499999999999996,38,4,3,0.377,High,High School,58,False,Medium,Low,2.9,Medium,9,4,Negative,3.0,0,62
89,25,6.25,24,7,2,1.0502,Low,College,59,True,Medium,Medium,2.269230769230769,Low,6,2,Neutral,5.0,0,69
62,21,6.300000000000001,16,7,0,0.3162,Low,High School,51,False,Medium,Low,2.3181818181818183,Low,7,4,Positive,6.0,0,61
61,12,3.5999999999999996,17,7,2,0.3172,Low,High School,52,False,Medium,Low,4.0,Low,7,2,Positive,6.0,0,58
64,17,3.4,43,5,5,0.8704000000000001,Medium,High School,68,False,Medium,Medium,3.7777777777777777,Medium,7,3,Neutral,4.0,0,63
99,16,4.0,47,2,4,1.6928999999999996,Medium,College,57,False,Medium,High,3.3529411764705883,Medium,9,3,Positive,5.0,0,71
98,20,7.0,61,7,1,0.9408,Medium,College,96,False,High,Low,4.571428571428571,Low,7,3,Positive,7.0,0,70
68,23,4.6,40,4,1,0.8160000000000001,Medium,High School,60,False,Medium,Medium,2.5,Low,6,3,Neutral,4.0,0,64
66,23,5.75,33,4,2,0.34980000000000006,Low,College,53,False,Medium,Low,2.2083333333333335,Medium,6,1,Positive,5.0,0,63
70,9,2.7,60,2,1,0.48999999999999994,Medium,College,70,False,Medium,Low,7.0,Medium,8,3,Positive,6.0,0,63
81,26,7.800000000000001,30,6,2,1.458,Low,Postgraduate,60,True,High,High,2.2222222222222223,Low,8,5,Positive,6.0,1,71
